edge(s104t3word53,V2)	-edge(s104t3word53,s104t1word355)	+edge(s104t3word53,s104t2word682)	-edge(s104t3word53,s104t4word43)	-edge(s104t3word53,s104t5word683)	-edge(s104t3word53,s104t6word5)
edge(s104t4word43,V2)	-edge(s104t4word43,s104t1word355)	-edge(s104t4word43,s104t2word682)	-edge(s104t4word43,s104t3word53)	+edge(s104t4word43,s104t5word683)	-edge(s104t4word43,s104t6word5)	-edge(s104t4word43,s104t7word102)	-edge(s104t4word43,s104t8word62)	-edge(s104t4word43,s104t9word63)
edge(s127t13word99,V2)	-edge(s127t13word99,s127t5word774)	-edge(s127t13word99,s127t6word5)	-edge(s127t13word99,s127t7word12)	-edge(s127t13word99,s127t8word775)	+edge(s127t13word99,s127t9word776)	-edge(s127t13word99,s127t10word10)	-edge(s127t13word99,s127t11word5)	-edge(s127t13word99,s127t12word777)
edge(s127t14word778,V2)	-edge(s127t14word778,s127t9word776)	-edge(s127t14word778,s127t10word10)	-edge(s127t14word778,s127t11word5)	-edge(s127t14word778,s127t12word777)	+edge(s127t14word778,s127t13word99)	-edge(s127t14word778,s127t15word586)	-edge(s127t14word778,s127t16word8)	-edge(s127t14word778,s127t17word234)
edge(s127t15word586,V2)	-edge(s127t15word586,s127t12word777)	-edge(s127t15word586,s127t13word99)	-edge(s127t15word586,s127t14word778)	+edge(s127t15word586,s127t16word8)	-edge(s127t15word586,s127t17word234)	-edge(s127t15word586,s127t18word779)	-edge(s127t15word586,s127t19word29)	-edge(s127t15word586,s127t20word780)
edge(s127t16word8,V2)	+edge(s127t16word8,s127t0root)	-edge(s127t16word8,s127t1word64)	-edge(s127t16word8,s127t2word43)	-edge(s127t16word8,s127t3word773)	-edge(s127t16word8,s127t4word659)
edge(s127t17word234,V2)	-edge(s127t17word234,s127t12word777)	-edge(s127t17word234,s127t13word99)	-edge(s127t17word234,s127t14word778)	-edge(s127t17word234,s127t15word586)	+edge(s127t17word234,s127t16word8)	-edge(s127t17word234,s127t18word779)	-edge(s127t17word234,s127t19word29)	-edge(s127t17word234,s127t20word780)
edge(s127t18word779,V2)	-edge(s127t18word779,s127t19word29)	-edge(s127t18word779,s127t20word780)	-edge(s127t18word779,s127t21word12)	+edge(s127t18word779,s127t22word214)	-edge(s127t18word779,s127t23word43)	-edge(s127t18word779,s127t24word5)	-edge(s127t18word779,s127t25word2)	-edge(s127t18word779,s127t26word170)
edge(s127t19word29,V2)	-edge(s127t19word29,s127t16word8)	-edge(s127t19word29,s127t17word234)	-edge(s127t19word29,s127t18word779)	+edge(s127t19word29,s127t20word780)	-edge(s127t19word29,s127t21word12)	-edge(s127t19word29,s127t22word214)	-edge(s127t19word29,s127t23word43)	-edge(s127t19word29,s127t24word5)
edge(s127t20word780,V2)	-edge(s127t20word780,s127t17word234)	-edge(s127t20word780,s127t18word779)	-edge(s127t20word780,s127t19word29)	+edge(s127t20word780,s127t21word12)	-edge(s127t20word780,s127t22word214)	-edge(s127t20word780,s127t23word43)	-edge(s127t20word780,s127t24word5)	-edge(s127t20word780,s127t25word2)
edge(s127t21word12,V2)	-edge(s127t21word12,s127t14word778)	-edge(s127t21word12,s127t15word586)	-edge(s127t21word12,s127t16word8)	-edge(s127t21word12,s127t17word234)	+edge(s127t21word12,s127t18word779)	-edge(s127t21word12,s127t19word29)	-edge(s127t21word12,s127t20word780)	-edge(s127t21word12,s127t22word214)
edge(s127t22word214,V2)	-edge(s127t22word214,s127t13word99)	-edge(s127t22word214,s127t14word778)	-edge(s127t22word214,s127t15word586)	-edge(s127t22word214,s127t16word8)	+edge(s127t22word214,s127t17word234)	-edge(s127t22word214,s127t18word779)	-edge(s127t22word214,s127t19word29)	-edge(s127t22word214,s127t20word780)	-edge(s127t22word214,s127t21word12)
edge(s127t23word43,V2)	-edge(s127t23word43,s127t20word780)	-edge(s127t23word43,s127t21word12)	-edge(s127t23word43,s127t22word214)	+edge(s127t23word43,s127t24word5)	-edge(s127t23word43,s127t25word2)	-edge(s127t23word43,s127t26word170)
edge(s127t24word5,V2)	-edge(s127t24word5,s127t21word12)	-edge(s127t24word5,s127t22word214)	-edge(s127t24word5,s127t23word43)	+edge(s127t24word5,s127t25word2)	-edge(s127t24word5,s127t26word170)
edge(s127t25word2,V2)	-edge(s127t25word2,s127t18word779)	-edge(s127t25word2,s127t19word29)	-edge(s127t25word2,s127t20word780)	-edge(s127t25word2,s127t21word12)	+edge(s127t25word2,s127t22word214)	-edge(s127t25word2,s127t23word43)	-edge(s127t25word2,s127t24word5)	-edge(s127t25word2,s127t26word170)
edge(s127t26word170,V2)	-edge(s127t26word170,s127t21word12)	-edge(s127t26word170,s127t22word214)	-edge(s127t26word170,s127t23word43)	-edge(s127t26word170,s127t24word5)	+edge(s127t26word170,s127t25word2)
edge(s128t1word64,V2)	-edge(s128t1word64,s128t3word781)	-edge(s128t1word64,s128t4word782)	-edge(s128t1word64,s128t5word783)	-edge(s128t1word64,s128t6word40)	+edge(s128t1word64,s128t7word305)	-edge(s128t1word64,s128t8word784)	-edge(s128t1word64,s128t9word785)	-edge(s128t1word64,s128t10word43)	-edge(s128t1word64,s128t11word5)
edge(s128t2word43,V2)	-edge(s128t2word43,s128t1word64)	+edge(s128t2word43,s128t3word781)	-edge(s128t2word43,s128t4word782)	-edge(s128t2word43,s128t5word783)	-edge(s128t2word43,s128t6word40)	-edge(s128t2word43,s128t7word305)
edge(s128t3word781,V2)	-edge(s128t3word781,s128t1word64)	-edge(s128t3word781,s128t2word43)	+edge(s128t3word781,s128t4word782)	-edge(s128t3word781,s128t5word783)	-edge(s128t3word781,s128t6word40)	-edge(s128t3word781,s128t7word305)	-edge(s128t3word781,s128t8word784)
edge(s128t4word782,V2)	-edge(s128t4word782,s128t1word64)	-edge(s128t4word782,s128t2word43)	-edge(s128t4word782,s128t3word781)	+edge(s128t4word782,s128t5word783)	-edge(s128t4word782,s128t6word40)	-edge(s128t4word782,s128t7word305)	-edge(s128t4word782,s128t8word784)	-edge(s128t4word782,s128t9word785)
edge(s128t5word783,V2)	+edge(s128t5word783,s128t1word64)	-edge(s128t5word783,s128t2word43)	-edge(s128t5word783,s128t3word781)	-edge(s128t5word783,s128t4word782)
edge(s128t6word40,V2)	-edge(s128t6word40,s128t1word64)	-edge(s128t6word40,s128t2word43)	-edge(s128t6word40,s128t3word781)	-edge(s128t6word40,s128t4word782)	+edge(s128t6word40,s128t5word783)	-edge(s128t6word40,s128t7word305)	-edge(s128t6word40,s128t8word784)	-edge(s128t6word40,s128t9word785)
edge(s128t7word305,V2)	-edge(s128t7word305,s128t10word43)	-edge(s128t7word305,s128t11word5)	-edge(s128t7word305,s128t12word786)	-edge(s128t7word305,s128t13word787)	+edge(s128t7word305,s128t14word649)	-edge(s128t7word305,s128t15word43)	-edge(s128t7word305,s128t16word7)	-edge(s128t7word305,s128t17word21)	-edge(s128t7word305,s128t18word13)
edge(s128t8word784,V2)	-edge(s128t8word784,s128t5word783)	-edge(s128t8word784,s128t6word40)	-edge(s128t8word784,s128t7word305)	+edge(s128t8word784,s128t9word785)	-edge(s128t8word784,s128t10word43)	-edge(s128t8word784,s128t11word5)	-edge(s128t8word784,s128t12word786)	-edge(s128t8word784,s128t13word787)
edge(s128t9word785,V2)	-edge(s128t9word785,s128t3word781)	-edge(s128t9word785,s128t4word782)	-edge(s128t9word785,s128t5word783)	-edge(s128t9word785,s128t6word40)	+edge(s128t9word785,s128t7word305)	-edge(s128t9word785,s128t8word784)	-edge(s128t9word785,s128t10word43)	-edge(s128t9word785,s128t11word5)
edge(s128t10word43,V2)	-edge(s128t10word43,s128t7word305)	-edge(s128t10word43,s128t8word784)	-edge(s128t10word43,s128t9word785)	+edge(s128t10word43,s128t11word5)	-edge(s128t10word43,s128t12word786)	-edge(s128t10word43,s128t13word787)	-edge(s128t10word43,s128t14word649)	-edge(s128t10word43,s128t15word43)
edge(s128t11word5,V2)	-edge(s128t11word5,s128t8word784)	-edge(s128t11word5,s128t9word785)	-edge(s128t11word5,s128t10word43)	+edge(s128t11word5,s128t12word786)	-edge(s128t11word5,s128t13word787)	-edge(s128t11word5,s128t14word649)	-edge(s128t11word5,s128t15word43)	-edge(s128t11word5,s128t16word7)
edge(s128t12word786,V2)	-edge(s128t12word786,s128t9word785)	-edge(s128t12word786,s128t10word43)	-edge(s128t12word786,s128t11word5)	+edge(s128t12word786,s128t13word787)	-edge(s128t12word786,s128t14word649)	-edge(s128t12word786,s128t15word43)	-edge(s128t12word786,s128t16word7)	-edge(s128t12word786,s128t17word21)
edge(s128t13word787,V2)	-edge(s128t13word787,s128t5word783)	-edge(s128t13word787,s128t6word40)	-edge(s128t13word787,s128t7word305)	-edge(s128t13word787,s128t8word784)	+edge(s128t13word787,s128t9word785)	-edge(s128t13word787,s128t10word43)	-edge(s128t13word787,s128t11word5)	-edge(s128t13word787,s128t12word786)
edge(s128t14word649,V2)	-edge(s128t14word649,s128t11word5)	-edge(s128t14word649,s128t12word786)	-edge(s128t14word649,s128t13word787)	+edge(s128t14word649,s128t15word43)	-edge(s128t14word649,s128t16word7)	-edge(s128t14word649,s128t17word21)	-edge(s128t14word649,s128t18word13)	-edge(s128t14word649,s128t19word348)
edge(s128t15word43,V2)	-edge(s128t15word43,s128t12word786)	-edge(s128t15word43,s128t13word787)	-edge(s128t15word43,s128t14word649)	+edge(s128t15word43,s128t16word7)	-edge(s128t15word43,s128t17word21)	-edge(s128t15word43,s128t18word13)	-edge(s128t15word43,s128t19word348)	-edge(s128t15word43,s128t20word5)
edge(s128t16word7,V2)	-edge(s128t16word7,s128t13word787)	-edge(s128t16word7,s128t14word649)	-edge(s128t16word7,s128t15word43)	+edge(s128t16word7,s128t17word21)	-edge(s128t16word7,s128t18word13)	-edge(s128t16word7,s128t19word348)	-edge(s128t16word7,s128t20word5)	-edge(s128t16word7,s128t21word788)
edge(s128t17word21,V2)	-edge(s128t17word21,s128t14word649)	-edge(s128t17word21,s128t15word43)	-edge(s128t17word21,s128t16word7)	+edge(s128t17word21,s128t18word13)	-edge(s128t17word21,s128t19word348)	-edge(s128t17word21,s128t20word5)	-edge(s128t17word21,s128t21word788)
edge(s128t18word13,V2)	+edge(s128t18word13,s128t0root)	-edge(s128t18word13,s128t1word64)	-edge(s128t18word13,s128t2word43)	-edge(s128t18word13,s128t3word781)	-edge(s128t18word13,s128t4word782)
edge(s128t19word348,V2)	-edge(s128t19word348,s128t16word7)	-edge(s128t19word348,s128t17word21)	-edge(s128t19word348,s128t18word13)	+edge(s128t19word348,s128t20word5)	-edge(s128t19word348,s128t21word788)
edge(s128t20word5,V2)	-edge(s128t20word5,s128t17word21)	-edge(s128t20word5,s128t18word13)	-edge(s128t20word5,s128t19word348)	+edge(s128t20word5,s128t21word788)
edge(s128t21word788,V2)	-edge(s128t21word788,s128t14word649)	-edge(s128t21word788,s128t15word43)	-edge(s128t21word788,s128t16word7)	-edge(s128t21word788,s128t17word21)	+edge(s128t21word788,s128t18word13)	-edge(s128t21word788,s128t19word348)	-edge(s128t21word788,s128t20word5)
edge(s129t1word789,V2)	-edge(s129t1word789,s129t2word308)	-edge(s129t1word789,s129t3word642)	+edge(s129t1word789,s129t4word790)	-edge(s129t1word789,s129t5word43)	-edge(s129t1word789,s129t6word69)	-edge(s129t1word789,s129t7word359)	-edge(s129t1word789,s129t8word791)
edge(s129t2word308,V2)	-edge(s129t2word308,s129t1word789)	+edge(s129t2word308,s129t3word642)	-edge(s129t2word308,s129t4word790)	-edge(s129t2word308,s129t5word43)	-edge(s129t2word308,s129t6word69)	-edge(s129t2word308,s129t7word359)
edge(s129t3word642,V2)	+edge(s129t3word642,s129t1word789)	-edge(s129t3word642,s129t2word308)	-edge(s129t3word642,s129t4word790)	-edge(s129t3word642,s129t5word43)
edge(s129t4word790,V2)	-edge(s129t4word790,s129t1word789)	-edge(s129t4word790,s129t2word308)	-edge(s129t4word790,s129t3word642)	+edge(s129t4word790,s129t5word43)	-edge(s129t4word790,s129t6word69)	-edge(s129t4word790,s129t7word359)	-edge(s129t4word790,s129t8word791)	-edge(s129t4word790,s129t9word792)
edge(s129t5word43,V2)	-edge(s129t5word43,s129t2word308)	-edge(s129t5word43,s129t3word642)	-edge(s129t5word43,s129t4word790)	+edge(s129t5word43,s129t6word69)	-edge(s129t5word43,s129t7word359)	-edge(s129t5word43,s129t8word791)	-edge(s129t5word43,s129t9word792)	-edge(s129t5word43,s129t10word17)
edge(s129t6word69,V2)	-edge(s129t6word69,s129t3word642)	-edge(s129t6word69,s129t4word790)	-edge(s129t6word69,s129t5word43)	+edge(s129t6word69,s129t7word359)	-edge(s129t6word69,s129t8word791)	-edge(s129t6word69,s129t9word792)	-edge(s129t6word69,s129t10word17)	-edge(s129t6word69,s129t11word19)
edge(s129t7word359,V2)	+edge(s129t7word359,s129t0root)	-edge(s129t7word359,s129t1word789)	-edge(s129t7word359,s129t2word308)	-edge(s129t7word359,s129t3word642)	-edge(s129t7word359,s129t4word790)
edge(s129t8word791,V2)	-edge(s129t8word791,s129t3word642)	-edge(s129t8word791,s129t4word790)	-edge(s129t8word791,s129t5word43)	-edge(s129t8word791,s129t6word69)	+edge(s129t8word791,s129t7word359)	-edge(s129t8word791,s129t9word792)	-edge(s129t8word791,s129t10word17)	-edge(s129t8word791,s129t11word19)
edge(s129t9word792,V2)	-edge(s129t9word792,s129t4word790)	-edge(s129t9word792,s129t5word43)	-edge(s129t9word792,s129t6word69)	-edge(s129t9word792,s129t7word359)	+edge(s129t9word792,s129t8word791)	-edge(s129t9word792,s129t10word17)	-edge(s129t9word792,s129t11word19)
edge(s129t10word17,V2)	-edge(s129t10word17,s129t7word359)	-edge(s129t10word17,s129t8word791)	-edge(s129t10word17,s129t9word792)	+edge(s129t10word17,s129t11word19)
edge(s129t11word19,V2)	-edge(s129t11word19,s129t5word43)	-edge(s129t11word19,s129t6word69)	-edge(s129t11word19,s129t7word359)	-edge(s129t11word19,s129t8word791)	+edge(s129t11word19,s129t9word792)	-edge(s129t11word19,s129t10word17)
edge(s130t1word57,V2)	-edge(s130t1word57,s130t2word58)	-edge(s130t1word57,s130t3word793)	+edge(s130t1word57,s130t4word794)	-edge(s130t1word57,s130t5word228)	-edge(s130t1word57,s130t6word795)	-edge(s130t1word57,s130t7word796)	-edge(s130t1word57,s130t8word170)
edge(s130t2word58,V2)	-edge(s130t2word58,s130t1word57)	+edge(s130t2word58,s130t3word793)	-edge(s130t2word58,s130t4word794)	-edge(s130t2word58,s130t5word228)	-edge(s130t2word58,s130t6word795)	-edge(s130t2word58,s130t7word796)
edge(s130t3word793,V2)	+edge(s130t3word793,s130t1word57)	-edge(s130t3word793,s130t2word58)	-edge(s130t3word793,s130t4word794)	-edge(s130t3word793,s130t5word228)
edge(s130t4word794,V2)	-edge(s130t4word794,s130t5word228)	-edge(s130t4word794,s130t6word795)	-edge(s130t4word794,s130t7word796)	-edge(s130t4word794,s130t8word170)	+edge(s130t4word794,s130t9word797)	-edge(s130t4word794,s130t10word43)	-edge(s130t4word794,s130t11word10)	-edge(s130t4word794,s130t12word202)	-edge(s130t4word794,s130t13word228)
edge(s130t5word228,V2)	-edge(s130t5word228,s130t2word58)	-edge(s130t5word228,s130t3word793)	-edge(s130t5word228,s130t4word794)	+edge(s130t5word228,s130t6word795)	-edge(s130t5word228,s130t7word796)	-edge(s130t5word228,s130t8word170)	-edge(s130t5word228,s130t9word797)	-edge(s130t5word228,s130t10word43)
edge(s130t6word795,V2)	-edge(s130t6word795,s130t3word793)	-edge(s130t6word795,s130t4word794)	-edge(s130t6word795,s130t5word228)	+edge(s130t6word795,s130t7word796)	-edge(s130t6word795,s130t8word170)	-edge(s130t6word795,s130t9word797)	-edge(s130t6word795,s130t10word43)	-edge(s130t6word795,s130t11word10)
edge(s130t7word796,V2)	-edge(s130t7word796,s130t1word57)	-edge(s130t7word796,s130t2word58)	-edge(s130t7word796,s130t3word793)	+edge(s130t7word796,s130t4word794)	-edge(s130t7word796,s130t5word228)	-edge(s130t7word796,s130t6word795)	-edge(s130t7word796,s130t8word170)
edge(s130t8word170,V2)	-edge(s130t8word170,s130t3word793)	-edge(s130t8word170,s130t4word794)	-edge(s130t8word170,s130t5word228)	-edge(s130t8word170,s130t6word795)	+edge(s130t8word170,s130t7word796)	-edge(s130t8word170,s130t9word797)	-edge(s130t8word170,s130t10word43)	-edge(s130t8word170,s130t11word10)
edge(s130t9word797,V2)	+edge(s130t9word797,s130t0root)	-edge(s130t9word797,s130t1word57)	-edge(s130t9word797,s130t2word58)	-edge(s130t9word797,s130t3word793)	-edge(s130t9word797,s130t4word794)
edge(s130t10word43,V2)	-edge(s130t10word43,s130t8word170)	-edge(s130t10word43,s130t9word797)	-edge(s130t10word43,s130t11word10)	+edge(s130t10word43,s130t12word202)	-edge(s130t10word43,s130t13word228)	-edge(s130t10word43,s130t14word372)	-edge(s130t10word43,s130t15word666)	-edge(s130t10word43,s130t16word193)
edge(s130t11word10,V2)	-edge(s130t11word10,s130t6word795)	-edge(s130t11word10,s130t7word796)	-edge(s130t11word10,s130t8word170)	-edge(s130t11word10,s130t9word797)	+edge(s130t11word10,s130t10word43)	-edge(s130t11word10,s130t12word202)	-edge(s130t11word10,s130t13word228)	-edge(s130t11word10,s130t14word372)
edge(s130t12word202,V2)	-edge(s130t12word202,s130t5word228)	-edge(s130t12word202,s130t6word795)	-edge(s130t12word202,s130t7word796)	-edge(s130t12word202,s130t8word170)	+edge(s130t12word202,s130t9word797)	-edge(s130t12word202,s130t10word43)	-edge(s130t12word202,s130t11word10)	-edge(s130t12word202,s130t13word228)
edge(s130t13word228,V2)	-edge(s130t13word228,s130t8word170)	-edge(s130t13word228,s130t9word797)	-edge(s130t13word228,s130t10word43)	-edge(s130t13word228,s130t11word10)	+edge(s130t13word228,s130t12word202)	-edge(s130t13word228,s130t14word372)	-edge(s130t13word228,s130t15word666)	-edge(s130t13word228,s130t16word193)
edge(s130t14word372,V2)	-edge(s130t14word372,s130t9word797)	-edge(s130t14word372,s130t10word43)	-edge(s130t14word372,s130t11word10)	-edge(s130t14word372,s130t12word202)	+edge(s130t14word372,s130t13word228)	-edge(s130t14word372,s130t15word666)	-edge(s130t14word372,s130t16word193)
edge(s130t15word666,V2)	-edge(s130t15word666,s130t12word202)	-edge(s130t15word666,s130t13word228)	-edge(s130t15word666,s130t14word372)	+edge(s130t15word666,s130t16word193)
edge(s130t16word193,V2)	-edge(s130t16word193,s130t10word43)	-edge(s130t16word193,s130t11word10)	-edge(s130t16word193,s130t12word202)	-edge(s130t16word193,s130t13word228)	+edge(s130t16word193,s130t14word372)	-edge(s130t16word193,s130t15word666)
edge(s131t1word64,V2)	-edge(s131t1word64,s131t2word116)	-edge(s131t1word64,s131t3word611)	-edge(s131t1word64,s131t4word333)	+edge(s131t1word64,s131t5word798)	-edge(s131t1word64,s131t6word242)	-edge(s131t1word64,s131t7word159)	-edge(s131t1word64,s131t8word341)	-edge(s131t1word64,s131t9word799)
edge(s131t2word116,V2)	-edge(s131t2word116,s131t1word64)	+edge(s131t2word116,s131t3word611)	-edge(s131t2word116,s131t4word333)	-edge(s131t2word116,s131t5word798)	-edge(s131t2word116,s131t6word242)	-edge(s131t2word116,s131t7word159)
edge(s131t3word611,V2)	+edge(s131t3word611,s131t1word64)	-edge(s131t3word611,s131t2word116)	-edge(s131t3word611,s131t4word333)	-edge(s131t3word611,s131t5word798)
edge(s131t4word333,V2)	-edge(s131t4word333,s131t1word64)	-edge(s131t4word333,s131t2word116)	+edge(s131t4word333,s131t3word611)	-edge(s131t4word333,s131t5word798)	-edge(s131t4word333,s131t6word242)	-edge(s131t4word333,s131t7word159)
edge(s131t5word798,V2)	-edge(s131t5word798,s131t2word116)	-edge(s131t5word798,s131t3word611)	-edge(s131t5word798,s131t4word333)	+edge(s131t5word798,s131t6word242)	-edge(s131t5word798,s131t7word159)	-edge(s131t5word798,s131t8word341)	-edge(s131t5word798,s131t9word799)	-edge(s131t5word798,s131t10word238)
edge(s131t6word242,V2)	-edge(s131t6word242,s131t3word611)	-edge(s131t6word242,s131t4word333)	-edge(s131t6word242,s131t5word798)	+edge(s131t6word242,s131t7word159)	-edge(s131t6word242,s131t8word341)	-edge(s131t6word242,s131t9word799)	-edge(s131t6word242,s131t10word238)	-edge(s131t6word242,s131t11word8)
edge(s131t7word159,V2)	+edge(s131t7word159,s131t0root)	-edge(s131t7word159,s131t1word64)	-edge(s131t7word159,s131t2word116)	-edge(s131t7word159,s131t3word611)	-edge(s131t7word159,s131t4word333)
edge(s131t8word341,V2)	-edge(s131t8word341,s131t5word798)	-edge(s131t8word341,s131t6word242)	-edge(s131t8word341,s131t7word159)	+edge(s131t8word341,s131t9word799)	-edge(s131t8word341,s131t10word238)	-edge(s131t8word341,s131t11word8)	-edge(s131t8word341,s131t12word116)	-edge(s131t8word341,s131t13word26)
edge(s131t9word799,V2)	-edge(s131t9word799,s131t3word611)	-edge(s131t9word799,s131t4word333)	-edge(s131t9word799,s131t5word798)	-edge(s131t9word799,s131t6word242)	+edge(s131t9word799,s131t7word159)	-edge(s131t9word799,s131t8word341)	-edge(s131t9word799,s131t10word238)	-edge(s131t9word799,s131t11word8)
edge(s131t10word238,V2)	-edge(s131t10word238,s131t7word159)	-edge(s131t10word238,s131t8word341)	-edge(s131t10word238,s131t9word799)	+edge(s131t10word238,s131t11word8)	-edge(s131t10word238,s131t12word116)	-edge(s131t10word238,s131t13word26)	-edge(s131t10word238,s131t14word25)	-edge(s131t10word238,s131t15word95)
edge(s131t11word8,V2)	-edge(s131t11word8,s131t5word798)	-edge(s131t11word8,s131t6word242)	-edge(s131t11word8,s131t7word159)	-edge(s131t11word8,s131t8word341)	+edge(s131t11word8,s131t9word799)	-edge(s131t11word8,s131t10word238)	-edge(s131t11word8,s131t12word116)	-edge(s131t11word8,s131t13word26)
edge(s131t12word116,V2)	-edge(s131t12word116,s131t9word799)	-edge(s131t12word116,s131t10word238)	-edge(s131t12word116,s131t11word8)	+edge(s131t12word116,s131t13word26)	-edge(s131t12word116,s131t14word25)	-edge(s131t12word116,s131t15word95)	-edge(s131t12word116,s131t16word648)	-edge(s131t12word116,s131t17word800)
edge(s131t13word26,V2)	-edge(s131t13word26,s131t10word238)	-edge(s131t13word26,s131t11word8)	-edge(s131t13word26,s131t12word116)	+edge(s131t13word26,s131t14word25)	-edge(s131t13word26,s131t15word95)	-edge(s131t13word26,s131t16word648)	-edge(s131t13word26,s131t17word800)	-edge(s131t13word26,s131t18word222)
edge(s131t14word25,V2)	-edge(s131t14word25,s131t11word8)	-edge(s131t14word25,s131t12word116)	-edge(s131t14word25,s131t13word26)	+edge(s131t14word25,s131t15word95)	-edge(s131t14word25,s131t16word648)	-edge(s131t14word25,s131t17word800)	-edge(s131t14word25,s131t18word222)	-edge(s131t14word25,s131t19word170)
